x,y,Ag (ppm),Al (%),As (ppm),Ba (ppm),Be (ppm),Bi (ppm),Ca (%),Cd (ppm),Ce (ppm),Co (ppm),Cr (ppm),Cs (ppm),Cu (ppm),Fe (%),Ga (ppm),Hf (ppm),Hg (ppm),In (ppm),K (%),La (ppm),Li (ppm),LREE (ppm),Mg (%),Mn (ppm),Mo (ppm),Nb (ppm),Ni (ppm),P (ppm),Pb (ppm),Rb (ppm),Sb (ppm),Sc (ppm),Sn (ppm),Sr (ppm),Th (ppm),Ti (%),U (ppm),V (ppm),W (ppm),Y (ppm),Zn (ppm),Zr (ppm)
269916,7935396,2.3010299956639813,0.12057393120584989,0.6020599913279624,1.8808135922807914,0.045757490560675115,0.8538719643217619,1.3979400086720375,1.154901959985743,1.6900187807886953,1.0969100130080565,1.8573324964312685,0.05307844348341968,1.1846914308175989,0.5502283530550941,0.8195439355418687,1.6020599913279623,1.5228787452803376,1.3979400086720375,1.0969100130080565,1.209515014542631,0.6020599913279624,1.8141143561291255,1.3979400086720375,2.6893088591236203,0.07058107428570728,0.045322978786657475,1.1430148002540952,2.6148972160331345,0.9777236052888477,0.8573324964312685,0.46852108295774486,0.8512583487190752,0.0,0.7481880270062004,0.6989700043360189,1.6989700043360187,0.12493873660829995,1.7481880270062005,1.3010299956639813,0.7395723444500919,1.3424226808222062,0.9867717342662449
305017,7948833,1.3979400086720375,0.11350927482751812,0.3010299956639812,1.255272505103306,1.3010299956639813,1.2218487496163564,2.3010299956639813,2.3010299956639813,1.2755416884013095,0.0,1.591064607026499,0.3979400086720376,0.8808135922807914,0.045322978786657475,0.414973347970818,1.6020599913279623,2.3010299956639813,2.0,1.3979400086720375,0.919078092376074,0.3010299956639812,1.433929765608464,2.3010299956639813,1.6812412373755872,0.7715874808812554,0.585026652029182,0.568201724066995,1.9138138523837167,0.724275869600789,0.47712125471966244,0.744727494896694,0.6989700043360187,0.045757490560675115,0.11394335230683679,0.5440680443502757,2.3010299956639813,0.3979400086720376,1.3617278360175928,0.5228787452803376,0.17897694729316943,0.6020599913279624,0.4471580313422192
246420,7966603,1.154901959985743,0.1931245983544616,0.3010299956639812,1.7403626894942439,0.1549019599857432,0.619788758288394,1.6989700043360187,1.2218487496163564,1.646011409591239,0.6127838567197355,1.505149978319906,0.45024910831936105,1.2922560713564761,0.22271647114758325,0.8325089127062363,0.958607314841775,2.0,1.0969100130080565,1.0,1.1760912590556813,0.7781512503836436,1.7727616471440322,1.3979400086720375,2.184691430817599,0.4814860601221125,0.27572413039921095,0.9777236052888477,2.450249108319361,0.9030899869919435,1.209515014542631,1.0,0.8450980400142568,0.2041199826559248,0.4471580313422192,0.7993405494535817,1.6989700043360187,0.1804560644581313,1.7160033436347992,0.6989700043360187,1.0141003215196205,1.3979400086720377,0.505149978319906
291290,7961428,1.154901959985743,0.004321373782642578,0.0,2.093421685162235,0.3010299956639812,0.6575773191777937,1.5228787452803376,1.3979400086720375,1.8535156967569286,1.2695129442179163,1.3010299956639813,0.3279021420642826,1.1846914308175989,0.46834733041215726,0.6901960800285137,0.9208187539523752,1.6989700043360187,1.5228787452803376,0.8860566476931632,1.6053050461411094,0.6020599913279624,2.047936516138079,1.154901959985743,2.7307822756663893,0.5086383061657274,0.6777807052660807,1.1553360374650619,2.369215857410143,1.2576785748691846,0.9956351945975499,0.638272163982407,0.3979400086720376,0.045757490560675115,0.5440680443502757,0.7708520116421442,2.3010299956639813,0.2006594505464183,1.3424226808222062,0.5228787452803376,0.9057958803678685,1.6232492903979006,0.6989700043360189
340304,7900525,1.0457574905606752,0.26951294421791633,1.0,2.012837224705172,0.1549019599857432,0.5376020021010439,0.8538719643217619,1.3979400086720375,1.764699063798368,1.4548448600085102,1.7160033436347992,0.13076828026902382,1.3502480183341627,0.7007037171450193,0.8920946026904804,0.958607314841775,1.6989700043360187,1.2218487496163564,0.8538719643217619,1.416640507338281,0.47712125471966244,1.9256729939212405,1.2218487496163564,3.3527611917238307,0.12493873660829995,0.4814860601221125,1.3961993470957363,2.7371926427047373,1.3010299956639813,0.9084850188786497,0.24412514432750865,0.6812412373755872,0.045757490560675115,1.0128372247051722,0.7481880270062004,2.3010299956639813,0.12493873660829995,1.7075701760979363,0.5228787452803376,0.9355072658247128,1.6020599913279623,0.6334684555795865
318788,7932140,1.154901959985743,0.07918124604762482,0.9542425094393249,1.6901960800285136,0.0,0.5086383061657274,1.3979400086720375,1.3979400086720375,1.6936390261615482,1.2855573090077739,1.5563025007672873,0.11918640771920865,1.741939077729199,0.6020599913279624,0.7781512503836436,0.9208187539523752,2.3010299956639813,1.6989700043360187,0.8239087409443188,1.380211241711606,0.9542425094393249,1.8656368876996288,1.2218487496163564,2.7151673578484576,0.6148972160331346,0.5086383061657274,1.3031960574204888,2.6232492903979003,1.2741578492636798,1.0413926851582251,0.3565473235138126,0.4913616938342727,0.09691001300805639,0.6334684555795865,0.7923916894982539,2.3010299956639813,0.13076828026902382,1.3979400086720377,0.3010299956639812,0.60422605308447,1.8260748027008264,0.3222192947339193
238192,7935610,2.3010299956639813,0.2741578492636798,0.3010299956639812,2.1986570869544226,0.2787536009528289,0.721246399047171,0.9208187539523752,1.3979400086720375,2.333628612518691,0.2787536009528289,0.6020599913279624,0.49692964807321494,0.7403626894942439,0.1549019599857432,1.0293837776852097,1.6020599913279623,1.5228787452803376,1.6989700043360187,0.6777807052660807,2.015778756389041,1.146128035678238,2.504185316870708,1.3010299956639813,2.184691430817599,0.5686362358410126,0.022276394711152253,0.3979400086720376,2.041392685158225,1.507855871695831,1.5622928644564746,0.1804560644581313,0.4913616938342727,0.47712125471966244,1.4563660331290431,1.469822015978163,2.3010299956639813,0.5301996982030822,1.146128035678238,1.0,0.8830933585756899,1.146128035678238,0.9542425094393249
298245,7899098,0.3010299956639812,0.7708520116421442,0.3010299956639812,2.0170333392987803,0.785329835010767,0.721246399047171,1.0,1.154901959985743,2.3609340515483868,0.43136376415898736,2.303196057420489,0.456366033129043,2.249931756634195,0.33041377334919086,1.0755469613925308,0.6989700043360187,1.3010299956639813,1.5228787452803376,1.5228787452803376,2.210853365314893,0.47712125471966244,2.5933746895045733,1.3010299956639813,1.6812412373755872,0.09151498112135022,0.1903316981702915,1.4313637641589874,2.7737864449811935,1.4065401804339552,0.568201724066995,0.3979400086720376,1.0969100130080565,0.47712125471966244,1.1643528557844371,0.5314789170422551,1.3979400086720375,0.48144262850230496,2.2355284469075487,0.6989700043360187,1.5504729571065634,1.2041199826559248,0.785329835010767
272244,7971251,1.3979400086720375,0.25527250510330607,0.9542425094393249,1.9084850188786497,0.2218487496163564,0.721246399047171,1.3979400086720375,1.5228787452803376,1.6032526619816467,1.2253092817258628,1.4771212547196624,0.06818586174616162,1.209515014542631,0.7419390777291989,0.7781512503836436,1.154901959985743,2.3010299956639813,2.0,1.0457574905606752,1.1238516409670858,0.6989700043360189,1.7276225779691372,1.3979400086720375,2.6020599913279625,0.18708664335714442,0.46852108295774486,0.9731278535996987,2.5415792439465807,1.4183012913197455,0.9444826721501687,0.3565473235138126,0.6532125137753437,0.17609125905568124,0.6434526764861874,0.8808135922807914,2.3010299956639813,0.012837224705172217,1.7323937598229686,0.5228787452803376,0.4424797690644486,1.6127838567197355,0.6627578316815741
252038,7963436,1.3010299956639813,0.10380372095595687,0.6020599913279624,2.1583624920952498,0.04139268515822508,0.6989700043360187,0.958607314841775,1.3979400086720375,1.6346787521786823,1.212187604403958,1.6901960800285136,0.17609125905568124,1.3324384599156054,0.5763413502057929,0.6989700043360189,0.5376020021010439,2.3010299956639813,2.0,0.5228787452803376,1.24551266781415,0.8450980400142568,1.783331762887424,0.619788758288394,3.0081741840064264,0.494850021680094,0.21218760440395779,1.3443922736851108,2.611723308007342,1.021189299069938,1.3856062735983121,0.6020599913279624,0.724275869600789,0.07918124604762482,0.8920946026904804,0.7634279935629372,1.3010299956639813,0.1938200260161128,1.9294189257142926,1.3010299956639813,1.0132586652835165,1.7075701760979363,1.2741578492636798
